ano,sigla_uf,sigla_uf_nome,id_municipio,id_municipio_nome,id_escola,id_escola_nome,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_media_padronizada,ideb,projecao
2013,BA,Bahia,2927408,Salvador,29404444,ESCOLA MUNICIPAL 22 DE ABRIL,fundamental,iniciais (1-5),78.5,0.104268,4.0291228,0.4,3.9
2005,RN,Rio Grande do Norte,2406502,Lagoa Nova,24078603,EM ADALGISA AMORIM BEZERRA,fundamental,iniciais (1-5),42.5,0.214347,2.981602,0.6,
2009,PB,Paraíba,2507507,João Pessoa,25097091,EEEFM AUDIOCOMUNICACAO,fundamental,iniciais (1-5),14.2,0.137575,4.4756241,0.6,3.4
2007,BA,Bahia,2903904,Bom Jesus da Lapa,29043077,ESCOLA MUNICIPALIZADA VITALINA MARIA DE JESUS,fundamental,iniciais (1-5),16.5,0.143976,4.0547452,0.6,
2005,PI,Piauí,2202208,Campo Maior,22032339,CETI RAIMUNDINHO ANDRADE,fundamental,finais (6-9),41.4,0.15642101,4.5682139,0.7,
2021,BA,Bahia,2903607,Biritinga,29136091,ESCOLA MUNICIPAL ARISTEU BARBOSA,fundamental,iniciais (1-5),48.6,0.222314,3.003321,0.7,3.3
2005,BA,Bahia,2927408,Salvador,29181143,EE - COLEGIO ESTADUAL LUIS VIANA,fundamental,finais (6-9),17.6,0.176,4.0226092,0.7,
2009,BA,Bahia,2933307,Vitória da Conquista,29278457,ESCOLA MUNICIPAL DOM CLIMERIO DE ALMEIDA ANDRADE,fundamental,iniciais (1-5),37.5,0.18146101,3.6222191,0.7,
2005,BA,Bahia,2912103,Ibicaraí,29357519,ESC RESSURGIR,fundamental,iniciais (1-5),22.3,0.186676,3.7420881,0.7,
2007,RN,Rio Grande do Norte,2408300,Nova Cruz,24046841,ESCOLA ESTADUAL SANTA LUZIA - ENSINO FUNDAMENTAL,fundamental,finais (6-9),30.7,0.26373401,3.1938331,0.8,
2005,RN,Rio Grande do Norte,2406155,Jundiá,24050253,ESCOLA ESTADUAL JOAO BERNARDO,fundamental,finais (6-9),34.7,0.230995,3.426867,0.8,
2005,RN,Rio Grande do Norte,2408102,Natal,24075710,ESC MUL PROF OTTO DE BRITO GUERRA,fundamental,iniciais (1-5),27.9,0.27900001,2.730047,0.8,
2007,PB,Paraíba,2501807,Bayeux,25091034,,fundamental,finais (6-9),33.8,0.23959699,3.2366669,0.8,1.7
2005,BA,Bahia,2910602,Esplanada,29156963,COLEGIO MUNICIPAL DR ANTONIO CARLOS MAGALHAES,fundamental,finais (6-9),31.2,0.216269,3.923615,0.8,
2009,BA,Bahia,2901106,Amélia Rodrigues,29158303,GRUPO ESCOLAR AMELIA RODRIGUES,fundamental,iniciais (1-5),38.7,0.219102,3.6034119,0.8,3.0
2005,BA,Bahia,2922805,Nova Itarana,29234476,ESCOLA CLEMENTE MARIANI,fundamental,iniciais (1-5),40.3,0.232815,3.4507959,0.8,
2007,PE,Pernambuco,2610707,Paulista,26115972,ESCOLA HISTORIADOR PEREIRA DA COSTA,fundamental,finais (6-9),25.3,0.25118601,3.564167,0.9,
2005,BA,Bahia,2922904,Nova Soure,29131081,ESCOLA PROF ROMULO GALVAO DE CARVALHO,fundamental,iniciais (1-5),30.8,0.202676,4.6008201,0.9,
2007,BA,Bahia,2916906,Itiruçu,29226279,,fundamental,finais (6-9),36.0,0.348793,2.557667,0.9,
2011,BA,Bahia,2905404,Cairu,29285640,GR ESCOLAR DR ANTONIO CARLOS MAGALHAES,fundamental,iniciais (1-5),57.7,0.22261401,4.0019741,0.9,
2009,PI,Piauí,2203701,Esperantina,22004289,ESCOLA MUNICIPAL JOAO JOSE DE OLIVEIRA,fundamental,finais (6-9),53.3,0.42248899,2.4005001,1.0,
2007,PI,Piauí,2203909,Floriano,22058117,,fundamental,finais (6-9),30.9,0.26328099,3.9675,1.0,
2005,PI,Piauí,2210979,Tanque do Piauí,22083553,ESC MUL MANOEL FRANCISCO LUSTOSA,fundamental,finais (6-9),26.9,0.241588,4.311244,1.0,
2017,PI,Piauí,2211001,Teresina,22135880,U E JORNALISTA JOAO EMILIO FALCAO,medio,todos (1-4),39.7,0.26378399,3.8894269,1.0,
2005,CE,Ceará,2313203,Tamboril,23093420,SANTO ANTONIO EMEIF,fundamental,finais (6-9),39.1,0.37809399,2.523684,1.0,
2011,RN,Rio Grande do Norte,2406304,Lagoa de Pedras,24045926,ESCOLA ESTADUAL JOAO TOMAS NETO,fundamental,finais (6-9),53.7,0.295259,3.2888329,1.0,2.5
2005,PE,Pernambuco,2601706,Belo Jardim,26050188,ESCOLA PADRE GIOVANNI TONIUTTI,fundamental,finais (6-9),25.6,0.25144199,3.822022,1.0,
2005,AL,Alagoas,2705903,Olho d'Água Grande,27021467,ESCOLA ESTADUAL ANALIA TENORIO,fundamental,iniciais (1-5),32.9,0.314776,3.198391,1.0,
2011,AL,Alagoas,2704302,Maceió,27036138,ESCOLA MUNICIPAL DOUTOR POMPEU SARMENTO,fundamental,finais (6-9),35.4,0.330699,3.043833,1.0,3.0
2011,AL,Alagoas,2704302,Maceió,27036308,ESCOLA MUNICIPAL PROFESSORA EULINA RIBEIRO ALENCAR,fundamental,finais (6-9),30.1,0.28417501,3.5225,1.0,2.4
2019,BA,Bahia,2913705,Inhambupe,29153280,COLEGIO MUNICIPAL PONTE REAL,fundamental,finais (6-9),39.1,0.22926,4.3235002,1.0,4.7
2007,BA,Bahia,2928604,Santo Amaro,29170877,EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM TURISMO DO LESTE BAIANO,fundamental,finais (6-9),27.1,0.244201,3.9875,1.0,
2005,BA,Bahia,2932804,Utinga,29221552,ESCOLA MUNICIPAL LUIS GASTAO SILVA FRAGA,fundamental,iniciais (1-5),40.6,0.32574701,2.9273031,1.0,
2017,MA,Maranhão,2103257,Cidelândia,21269408,CENTRO DE ENSINO ISAURA AMORIM - ANEXO I - SAO JOAO DO ANDIROBAL,medio,todos (1-4),79.6,0.811535,1.350903,1.1,
2005,PI,Piauí,2207603,Parnaguá,22077340,UNID ESC EDIVALDO MASCARENHAS ROCHA,fundamental,iniciais (1-5),32.9,0.326947,3.5111201,1.1,
2007,PI,Piauí,2201929,Bonfim do Piauí,22135227,UNID ESC TIBURTINO DIAS DE SOUSA,fundamental,iniciais (1-5),32.9,0.33118501,3.4571619,1.1,2.0
2005,CE,Ceará,2303956,Chorozinho,23057491,PADRE ENEMIAS FREIRE DE ALMADA EEF,fundamental,finais (6-9),32.5,0.27764699,3.8071289,1.1,
2013,RN,Rio Grande do Norte,2401404,Baía Formosa,24061077,EM MANOEL GERMANO DOS SANTOS,fundamental,iniciais (1-5),34.5,0.28183201,3.9952631,1.1,3.9
2007,PB,Paraíba,2513703,Santa Rita,25116762,EEEFM LUIZ RIBEIRO LIMEIRA,fundamental,finais (6-9),34.7,0.285804,3.857667,1.1,1.4
2007,SE,Sergipe,2807402,Tobias Barreto,28031814,ESCOLA ESTADUAL RURAL ENGENHEIRO JOSE CARVALHO,fundamental,iniciais (1-5),37.7,0.277908,3.9083459,1.1,1.6
2005,BA,Bahia,2911907,Iaçu,29082560,ESCOLA DEPUTADO EDGAR PEREIRA,fundamental,iniciais (1-5),33.3,0.32197601,3.5166011,1.1,
2005,BA,Bahia,2913507,Iguaí,29273170,ESCOLA MUNICIPAL RAMIRO MATOS,fundamental,iniciais (1-5),29.9,0.274551,4.0151939,1.1,
2007,BA,Bahia,2933307,Vitória da Conquista,29277817,ESCOLA MUNICIPALIZADA VILAS BOAS MOREIRA,fundamental,finais (6-9),41.0,0.36063999,3.1675,1.1,
2007,BA,Bahia,2912103,Ibicaraí,29340128,,fundamental,finais (6-9),40.9,0.39469901,2.7246671,1.1,
2005,BA,Bahia,2904902,Cachoeira,29410720,ESCOLA AURELINO MARIO DE ASSIS RIBEIRO,fundamental,finais (6-9),40.2,0.34689599,3.2140889,1.1,
2005,BA,Bahia,2909406,Cotegipe,29430950,ESCOLA MUNICIPAL EDUARDO MACIEL,fundamental,iniciais (1-5),37.8,0.36343801,3.0406809,1.1,
2007,CE,Ceará,2304400,Fortaleza,23065125,ESCOLA MUNICIPAL PROFESSOR AMERICO BARREIRA,fundamental,iniciais (1-5),69.6,0.27945501,4.309422,1.2,3.1
2013,RN,Rio Grande do Norte,2401107,Areia Branca,24000140,ESCOLA ESTADUAL CONSELHEIRO BRITO GUERRA,fundamental,finais (6-9),40.4,0.33021301,3.7641671,1.2,3.1
2007,RN,Rio Grande do Norte,2400604,Almino Afonso,24021822,ESC MUL SEVERINA CARLOS DE ANDRADE,fundamental,iniciais (1-5),48.1,0.30939901,3.918195,1.2,
2009,RN,Rio Grande do Norte,2402204,Canguaretama,24061239,ESCOLA ESTADUAL FABRICIO MARANHAO,fundamental,finais (6-9),36.2,0.35304901,3.5165,1.2,1.8
2009,PB,Paraíba,2502409,Bonito de Santa Fé,25006908,EMEIF PROF MOZART RODRIGUES,fundamental,finais (6-9),39.0,0.35517001,3.2965,1.2,2.1
2005,PB,Paraíba,2513703,Santa Rita,25116762,EEEFM LUIZ RIBEIRO LIMEIRA,fundamental,finais (6-9),30.3,0.29383501,4.064589,1.2,
2011,AL,Alagoas,2706406,Pão de Açúcar,27005984,ESCOLA ESTADUAL JOSE SOARES PINTO,fundamental,finais (6-9),38.1,0.356832,3.4971671,1.2,3.0
2009,AL,Alagoas,2704302,Maceió,27037258,ESCOLA ESTADUAL PROFESSOR JOSE REMI LIMA,fundamental,finais (6-9),36.8,0.349273,3.478333,1.2,2.1
2013,SE,Sergipe,2805703,Propriá,28013867,ESCOLA ESTADUAL GRACCHO CARDOSO,fundamental,finais (6-9),37.1,0.352359,3.4546671,1.2,
2015,SE,Sergipe,2800308,Aracaju,28018125,COLEGIO ESTADUAL IVO DO PRADO,fundamental,finais (6-9),31.7,0.25903499,4.6723328,1.2,3.8
2005,BA,Bahia,2918407,Juazeiro,29025516,,fundamental,iniciais (1-5),52.9,0.34515199,3.598033,1.2,
2009,BA,Bahia,2907608,Central,29061334,ESCOLA MUNICIPAL LUIZ VIANA FILHO,fundamental,finais (6-9),44.6,0.36089301,3.330833,1.2,3.0
2005,BA,Bahia,2929800,Saúde,29078440,COLEGIO MUNICIPAL OSVALDO PEREIRA,fundamental,finais (6-9),33.7,0.334714,3.6792641,1.2,
2005,BA,Bahia,2931905,Tucano,29123755,ESCOLA MUNICIPAL PADRE JOSE GUMERCINDO SANTOS,fundamental,iniciais (1-5),46.4,0.29272199,3.9480319,1.2,
2005,BA,Bahia,2929107,São Felipe,29173531,EE - COLEGIO ESTADUAL SAO FELIPE,fundamental,finais (6-9),46.8,0.31224999,3.7260201,1.2,
2005,BA,Bahia,2927408,Salvador,29181534,EE - COLEGIO ESTADUAL NELSON MANDELA - TEMPO INTEGRAL,fundamental,finais (6-9),30.1,0.28028601,4.3199272,1.2,
2013,BA,Bahia,2929503,São Sebastião do Passé,29410835,EE - COLEGIO ESTADUAL DEPUTADO LUIS EDUARDO MAGALHAES,fundamental,finais (6-9),32.4,0.324,3.6199999,1.2,2.9
2005,BA,Bahia,2906899,Caraíbas,29428602,CENTRO EDUCACIONAL PROFESSOR EMANUEL COELHO FERRAZ,fundamental,finais (6-9),32.3,0.31641701,3.903532,1.2,
2007,MA,Maranhão,2106631,Matões do Norte,21057222,,fundamental,iniciais (1-5),34.8,0.34799999,3.678473,1.3,
2005,MA,Maranhão,2107803,Parnarama,21162425,UE PROF PEDRO NEIVA DE SANTANA,fundamental,iniciais (1-5),40.6,0.403384,3.1707749,1.3,
2019,PI,Piauí,2207900,Pedro II,22036644,ESCOLA MUNICIPAL CANTO DA VARZEA,fundamental,finais (6-9),48.6,0.46364799,2.7133329,1.3,2.9
2007,PI,Piauí,2211506,Vera Mendes,22133305,GINASIO MUNICIPAL JOSE DE ANDRADE MAIA,fundamental,finais (6-9),42.2,0.417752,3.222333,1.3,3.0
2007,RN,Rio Grande do Norte,2401453,Baraúna,24000710,ESCOLA MUNICIPAL DE 1º GRAU MANOEL DE BARROS,fundamental,finais (6-9),32.4,0.33013701,4.034667,1.3,2.0
2007,RN,Rio Grande do Norte,2408102,Natal,24058521,ESCOLA ESTADUAL RAIMUNDO SOARES,fundamental,finais (6-9),47.4,0.38581201,3.4584999,1.3,1.2
2005,PE,Pernambuco,2616407,Vitória de Santo Antão,26094665,COLEGIO MUNICIPAL PREFEITO JOSE JOAQUIM DA SILVA,fundamental,finais (6-9),42.8,0.34584701,3.7258971,1.3,
2007,PE,Pernambuco,2609600,Olinda,26113325,ESCOLA DE REFERENCIA EM ENSINO MEDIO CLIDIO DE LIMA NIGRO,fundamental,finais (6-9),38.9,0.36035901,3.6153331,1.3,2.1
2007,PE,Pernambuco,2611606,Recife,26122847,ESCOLA DE REFERENCIA EM ENSINO MEDIO AMAURY DE MEDEIROS,fundamental,finais (6-9),35.1,0.34723401,3.8808329,1.3,
2005,AL,Alagoas,2704302,Maceió,27035573,ESCOLA ESTADUAL DR EDSON DOS SANTOS BERNARDES,fundamental,finais (6-9),39.9,0.40031901,3.3471251,1.3,
2007,SE,Sergipe,2805604,Porto da Folha,28002890,ESCOLA MUNICIPAL BONIFACIO DE LOUREIRO LIMA,fundamental,finais (6-9),38.9,0.36278901,3.716167,1.3,2.6
2009,BA,Bahia,2921609,Morpará,29040043,ESCOLA MUNICIPAL VEREADOR JOAQUIM BARBOSA,fundamental,finais (6-9),39.1,0.37859499,3.4571669,1.3,
2011,BA,Bahia,2914406,Iraquara,29063442,ESCOLA MUNICIPAL MANOEL FELIX DA CRUZ,fundamental,finais (6-9),79.7,0.402192,3.2698331,1.3,3.3
2007,BA,Bahia,2930501,Serrinha,29147255,ESCOLA AUREA NOGUEIRA,fundamental,iniciais (1-5),45.4,0.32073599,3.9519961,1.3,2.3
2007,BA,Bahia,2910503,Entre Rios,29156530,ESCOLA PADRE JOSE ANCHIETA FUNDAMENTAL,fundamental,finais (6-9),36.5,0.39822099,3.3711669,1.3,
2005,BA,Bahia,2927408,Salvador,29187320,EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM GESTAO NEGOCIOS E TURISMO LUIZ NAVARRO DE BRITO,fundamental,finais (6-9),32.1,0.30674499,4.2578621,1.3,
2007,BA,Bahia,2927408,Salvador,29194261,ESCOLA MUNICIPAL DE PARIPE,fundamental,finais (6-9),40.7,0.39292601,3.421833,1.3,1.6
2005,BA,Bahia,2914208,Irajuba,29224640,GRUPO ESCOLAR GETULIO VARGAS,fundamental,iniciais (1-5),46.8,0.39633399,3.350354,1.3,
2007,BA,Bahia,2915809,Itambé,29282055,EE - COLEGIO ESTADUAL POLIVALENTE DE ITAMBE,fundamental,finais (6-9),36.2,0.36179599,3.5825,1.3,1.9
2005,BA,Bahia,2932903,Valença,29291321,ESCOLA MUNICIPAL GETULIO VARGAS,fundamental,iniciais (1-5),30.3,0.29886699,4.463335,1.3,
2007,BA,Bahia,2908002,Coaraci,29407052,ESCOLA INES SOARES BRANDAO,fundamental,iniciais (1-5),36.3,0.35930499,3.6580701,1.3,
2005,BA,Bahia,2915502,Itajuípe,29412994,LOURDES PINILLOS MENEZES - ESC MUN,fundamental,finais (6-9),42.5,0.382337,3.494997,1.3,
2007,BA,Bahia,2923803,Paripiranga,29427142,,fundamental,finais (6-9),33.3,0.32831001,3.9083331,1.3,
2011,BA,Bahia,2902401,Aurelino Leal,29428920,ESCOLA MUNICIPAL MANOEL ALVES DE SOUZA,fundamental,iniciais (1-5),49.2,0.346751,3.888818,1.3,2.9
2009,BA,Bahia,2913606,Ilhéus,29431298,EE - COLEGIO ESTADUAL INDIGENA TUPINAMBA DE OLIVENCA,fundamental,iniciais (1-5),41.5,0.37503999,3.442307,1.3,
2007,MA,Maranhão,2112209,Timon,21164533,EMEF NAZARE RODRIGUES,fundamental,finais (6-9),38.5,0.37781599,3.698833,1.4,3.1
2013,MA,Maranhão,2112407,Turiaçu,21328013,EM ROSA CARDOSO,fundamental,iniciais (1-5),83.7,0.47958401,2.97615,1.4,3.3
2017,PI,Piauí,2202539,Caraúbas do Piauí,22012338,ESCOLA MUNICIPAL ANANIAS QUARESMA DE SOUSA,fundamental,finais (6-9),31.3,0.330111,4.216167,1.4,
2007,PI,Piauí,2206902,Novo Oriente do Piauí,22048871,UNIDADE ESCOLAR DIRCEU MENDES ARCOVERDE,fundamental,iniciais (1-5),38.3,0.33389699,4.3096018,1.4,2.5
2005,CE,Ceará,2304400,Fortaleza,23066628,ESCOLA MUNICIPAL CASTELO DE CASTRO,fundamental,finais (6-9),39.1,0.38100299,3.6086421,1.4,
2005,CE,Ceará,2304400,Fortaleza,23069031,EEMTI PROFESSORA BALBINA JUCA DE ALBUQUERQUE,fundamental,finais (6-9),42.6,0.41334,3.3468449,1.4,
2005,RN,Rio Grande do Norte,2401701,Bom Jesus,24044695,EM ALICE GARCIA FREIRE ENS 1 GRAU,fundamental,iniciais (1-5),48.5,0.313023,4.5985818,1.4,
2005,RN,Rio Grande do Norte,2408953,Rio do Fogo,24050652,EM JOANA DE SOUZA RIBEIRO,fundamental,iniciais (1-5),46.4,0.44510299,3.0919311,1.4,
2015,RN,Rio Grande do Norte,2407104,Macaíba,24052949,ESCOLA ESTADUAL DEPUTADO JESSE PINTO FREIRE FILHO,fundamental,iniciais (1-5),31.0,0.29298201,4.6230888,1.4,3.9
2007,PB,Paraíba,2516904,Uiraúna,25013203,EMEIEF ANANIAS ALVES DE FIGUEIREDO,fundamental,iniciais (1-5),49.2,0.44811299,3.0271151,1.4,
2005,PB,Paraíba,2510808,Patos,25021311,EMEF MONSENHOR MANOEL VIEIRA,fundamental,iniciais (1-5),43.4,0.43399999,3.2246251,1.4,
2005,PB,Paraíba,2505279,Curral de Cima,25087649,EMEIF VALDEVINO RIBEIRO DA SILVA,fundamental,iniciais (1-5),45.5,0.36098999,3.9131501,1.4,
2011,PB,Paraíba,2507507,João Pessoa,25093843,ECI CONEGO FRANCISCO GOMES DE LIMA,fundamental,finais (6-9),47.7,0.33131799,4.1696668,1.4,2.9
2005,PB,Paraíba,2508901,Mamanguape,25113585,ESCOLA MUNICIPAL DE EF CEL JOSE CASTOR DO REGO,fundamental,iniciais (1-5),45.2,0.38717899,3.5697711,1.4,
2005,PB,Paraíba,2511202,Pedras de Fogo,25117521,EEEFM PROF GETULIO CESAR RODRIGUES GUEDES,fundamental,finais (6-9),37.7,0.38317701,3.6575119,1.4,
2005,PE,Pernambuco,2605004,Cupira,26084040,ESCOLA EZEQUIEL BERTINO DE ALMEIDA,fundamental,finais (6-9),36.7,0.37431899,3.8073599,1.4,
2005,PE,Pernambuco,2616407,Vitória de Santo Antão,26095459,ESCOLA CARDEAL RONCALLI,fundamental,iniciais (1-5),42.8,0.376142,3.7098141,1.4,
2009,PE,Pernambuco,2611606,Recife,26124920,ESCOLA SAO FRANCISCO DE ASSIS - RS,fundamental,finais (6-9),43.5,0.41446599,3.472667,1.4,2.9
2009,PE,Pernambuco,2611606,Recife,26126230,ESCOLA IRMA MAGNA,fundamental,finais (6-9),39.3,0.405283,3.4411671,1.4,2.4
2009,PE,Pernambuco,2611606,Recife,26127512,ESCOLA SENADOR NOVAES FILHO,fundamental,finais (6-9),48.9,0.35901201,3.9349999,1.4,2.0
2005,PE,Pernambuco,2607901,Jaboatão dos Guararapes,26133765,ESCOLA BARTOLOMEU DE GUSMAO,fundamental,finais (6-9),37.6,0.37081301,3.8781509,1.4,
2009,AL,Alagoas,2704302,Maceió,27035883,ESCOLA ESTADUAL DEPUTADO NENOI PINTO,fundamental,finais (6-9),44.3,0.39508399,3.5461669,1.4,2.6
2007,AL,Alagoas,2704302,Maceió,27036499,ESCOLA ESTADUAL TARCISIO DE JESUS,fundamental,finais (6-9),40.0,0.407103,3.3800001,1.4,2.0
2007,SE,Sergipe,2807402,Tobias Barreto,28010698,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL NICODEMOS CORREIA FALCAO,fundamental,finais (6-9),37.8,0.35783699,3.840333,1.4,
2011,SE,Sergipe,2800308,Aracaju,28018575,COLEGIO ESTADUAL 24 DE OUTUBRO,fundamental,finais (6-9),30.6,0.32041699,4.3175001,1.4,3.0
2011,SE,Sergipe,2802106,Estância,28024451,ESCOLA MUNICIPAL SENADOR JULIO CESAR LEITE,fundamental,finais (6-9),32.3,0.34769601,3.921833,1.4,3.3
2013,SE,Sergipe,2802106,Estância,28024540,COLEGIO ESTADUAL PROFESSOR GILSON AMADO,fundamental,finais (6-9),32.9,0.32139501,4.2503328,1.4,3.9
2009,BA,Bahia,2909901,Curaçá,29023491,ESCOLA MUNICIPAL BARNABE HIPOLITO DA CRUZ,fundamental,finais (6-9),49.3,0.46469501,3.0748329,1.4,
2013,BA,Bahia,2923704,Paratinga,29045924,POLO EDUCACIONAL JARDIM BRASIL,fundamental,iniciais (1-5),55.4,0.52111,2.7289979,1.4,3.5
2005,BA,Bahia,2930600,Serrolândia,29079047,COL MUL ARIONETE GUIMARAES SOUZA,fundamental,finais (6-9),38.3,0.39541301,3.655082,1.4,
2005,BA,Bahia,2920106,Mairi,29086302,GRUPO ESCOLAR GETULIO VARGAS,fundamental,iniciais (1-5),60.1,0.488424,2.7849481,1.4,
2009,BA,Bahia,2910800,Feira de Santana,29093520,EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM SAUDE DO CENTRO BAIANO,fundamental,finais (6-9),41.7,0.39344001,3.6846671,1.4,2.4
2013,BA,Bahia,2925808,Queimadas,29121930,ESC SAO JOSE,fundamental,iniciais (1-5),66.7,0.59873903,2.330708,1.4,3.0
2015,BA,Bahia,2907806,Cícero Dantas,29127319,NEIEFESC MUL PROFA LAURENTINA IGNES DE CASTRO POLO EDUCACION,fundamental,finais (6-9),43.2,0.40939301,3.3924999,1.4,2.6
2011,BA,Bahia,2903607,Biritinga,29136431,ESCOLA MUNICIPAL MANOEL SOUZA,fundamental,iniciais (1-5),34.6,0.35772201,3.8799441,1.4,2.3
2007,BA,Bahia,2933174,Varzedo,29175100,GRUPO ESTEVAO MOREIRA SAMPAIO,fundamental,iniciais (1-5),61.8,0.28952101,4.839489,1.4,1.8
2005,BA,Bahia,2910057,Dias d'Ávila,29177642,ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE,fundamental,finais (6-9),40.6,0.36253601,3.90624,1.4,
2005,BA,Bahia,2927408,Salvador,29190657,ESCOLA MUNICIPAL HELENA MAGALHAES,fundamental,finais (6-9),45.8,0.443385,3.124815,1.4,
2007,BA,Bahia,2933208,Vera Cruz,29202604,EE - COLEGIO ESTADUAL DESEMBARGADOR JULIO VIRGINIO DE SANTANA - TEMPO INTEGRAL,fundamental,finais (6-9),34.1,0.33237901,4.0910001,1.4,1.0
2013,BA,Bahia,2920700,Maraú,29288126,ESCOLA MUNICIPAL VITORIO MAGALHAES,fundamental,iniciais (1-5),68.1,0.55938101,2.5385051,1.4,
2021,BA,Bahia,2924405,Pilão Arcado,29401440,ESCOLA MUNICIPAL TANCREDO NEVES,fundamental,iniciais (1-5),46.9,0.42299,3.243437,1.4,
2007,BA,Bahia,2930501,Serrinha,29418038,CENTRO EDUCACIONAL DR GRACILIANO PEDREIRA DE FREITAS SOBRINHO,fundamental,finais (6-9),43.9,0.44283199,3.211,1.4,
2019,BA,Bahia,2908101,Cocos,29430356,COLEGIO MUN PROFESSORA DJANIRA ALVES GONCALVES,fundamental,finais (6-9),78.9,0.29314399,4.830833,1.4,4.7
2009,BA,Bahia,2902708,Barra,29436362,ESCOLA MUNICIPAL DE CAMACARI UMBURANA,fundamental,finais (6-9),51.6,0.52117097,2.6676669,1.4,
2005,MA,Maranhão,2110203,Santa Rita,21027684,COLEGIO MILITAR ORLANDO GASILEU DE CARVALHO - UNIDADE VI,fundamental,finais (6-9),53.1,0.464405,3.246289,1.5,
2017,MA,Maranhão,2106904,Monção,21040257,EM GONCALVES DIAS- POV MORADA NOVA AREIAS,fundamental,iniciais (1-5),45.0,0.42857099,3.611634,1.5,
2009,MA,Maranhão,2109809,Santa Helena,21047308,CEF JULIA COSTA DIAS,fundamental,iniciais (1-5),51.3,0.51118302,2.9756551,1.5,
2011,MA,Maranhão,2112100,Timbiras,21151482,CENTRO DE ENSINO NEWTON NEVES,fundamental,finais (6-9),80.4,0.447395,3.305167,1.5,3.7
2015,MA,Maranhão,2105450,Jatobá,21166862,GE PAULO VI,fundamental,finais (6-9),59.7,0.454043,3.4065001,1.5,3.4
2009,MA,Maranhão,2112308,Tuntum,21343624,UE AGENOR BILIO,fundamental,finais (6-9),54.8,0.539042,2.8548329,1.5,
2013,PI,Piauí,2206605,Monte Alegre do Piauí,22064478,UNIDADE ESCOLAR ATILA FREITAS LIRA,fundamental,finais (6-9),54.4,0.53976601,2.860167,1.5,2.8
2007,PI,Piauí,2207900,Pedro II,22126309,ESC MUL GONCALO MEDEIROS UCHOA,fundamental,iniciais (1-5),45.9,0.44470501,3.408494,1.5,1.9
2011,PI,Piauí,2207801,Paulistana,22138897,UNIDADE ESC JOVINO GOMES FERREIRA,fundamental,iniciais (1-5),53.9,0.49966401,2.9463999,1.5,2.8
2005,CE,Ceará,2304400,Fortaleza,23067462,ESCOLA MUNICIPAL PROFESSORA CONSUELO AMORA,fundamental,finais (6-9),46.2,0.44988099,3.431788,1.5,
2005,CE,Ceará,2313203,Tamboril,23095148,EXPEDITO MENDES CHAVES EMEF,fundamental,finais (6-9),46.4,0.45079699,3.3891039,1.5,
2005,CE,Ceará,2312502,São João do Jaguaribe,23132876,EEM FRANCISCO GUERREIRO CHAVES,fundamental,finais (6-9),42.5,0.42500001,3.506249,1.5,
2007,CE,Ceará,2311009,Poranga,23233400,ESCOLA INDIGENA JARDIM DAS OLIVEIRAS,fundamental,finais (6-9),49.2,0.49820799,3.0969999,1.5,
2007,RN,Rio Grande do Norte,2407104,Macaíba,24053260,ESC MUL JOSE PINHEIRO BORGES,fundamental,finais (6-9),34.7,0.34884301,4.1733332,1.5,
2009,RN,Rio Grande do Norte,2412203,São José de Mipibu,24055484,EM JANILSON FERREIRA,fundamental,iniciais (1-5),64.6,0.490953,3.0246661,1.5,
2007,RN,Rio Grande do Norte,2408102,Natal,24058580,ESCOLA ESTADUAL SENADOR DINARTE MARIZ,fundamental,finais (6-9),50.2,0.45556399,3.2674999,1.5,2.7
2019,RN,Rio Grande do Norte,2408102,Natal,24058580,ESCOLA ESTADUAL SENADOR DINARTE MARIZ,fundamental,finais (6-9),50.0,0.50844598,2.9038329,1.5,4.4
2005,PB,Paraíba,2506806,Ingá,25081110,EMEIEF CORINA DE AZEVEDO BARBOSA,fundamental,iniciais (1-5),50.4,0.49060699,3.0826161,1.5,
2007,PB,Paraíba,2506251,Gado Bravo,25084445,EEEFM JOAO DA SILVA MONTEIRO,fundamental,finais (6-9),44.2,0.393152,3.766,1.5,
2005,PB,Paraíba,2507101,Itapororoca,25086243,EMEF HENRIQUE DE ALMEIDA,fundamental,iniciais (1-5),51.3,0.454676,3.2399509,1.5,
2005,PB,Paraíba,2508901,Mamanguape,25087169,ESCOLA MUNICIPAL DE EF PROFA JACINTA BATISTA BEZERRA,fundamental,iniciais (1-5),47.6,0.44814101,3.3075981,1.5,
2009,PB,Paraíba,2513703,Santa Rita,25099167,EEEF JOSE MARIANO,fundamental,finais (6-9),41.7,0.37979501,3.9511671,1.5,2.1
2005,PE,Pernambuco,2611101,Petrolina,26034298,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO PADILHA,fundamental,finais (6-9),42.5,0.43213701,3.5192881,1.5,
