ano,sigla_uf,sigla_uf_nome,id_municipio,id_municipio_nome,id_escola,id_escola_nome,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_media_padronizada,ideb,projecao
2019,BA,Bahia,2914703,Itaberaba,29083524,EE - COLEGIO ESTADUAL LIBERDADE,medio,todos (1-4),43.3,0.42366999,3.134491,1.3,
2023,BA,Bahia,2900405,Água Fria,29089867,ESC MUL EVANILDO MASCARENHAS DE ALMEIDA,fundamental,iniciais (1-5),62.3,0.414032,3.486351,1.4,
2019,PI,Piauí,2205805,Luzilândia,22006184,U E JOAO FRANCISCO,fundamental,finais (6-9),48.7,0.43265,3.4863329,1.5,4.4
2019,BA,Bahia,2931905,Tucano,29123585,ESCOLA MUNICIPAL MACHADO DE ASSIS,fundamental,finais (6-9),44.2,0.42653799,3.5739999,1.5,
2019,PI,Piauí,2211001,Teresina,22128441,U E NOSSA SENHORA DO PERPETUO SOCORRO,medio,todos (1-4),53.8,0.44504401,3.60817,1.6,2.5
2019,RN,Rio Grande do Norte,2406809,Lajes Pintadas,24041181,EM SAO JOSE,fundamental,finais (6-9),57.7,0.45509401,3.5895,1.6,4.6
2019,PI,Piauí,2211001,Teresina,22138455,U E DE ENSINO MEDIO SANTA FE,medio,todos (1-4),42.7,0.42839301,3.9444139,1.7,
2019,MA,Maranhão,2103174,Centro Novo do Maranhão,21067422,CENTRO EDUCACIONAL FRANCISCO RODRIGUES,fundamental,finais (6-9),56.5,0.565,3.1841669,1.8,
2019,MA,Maranhão,2102150,Brejo de Areia,21071799,UE DOM PEDRO II,fundamental,finais (6-9),71,0.66078597,2.7933331,1.8,3
2023,RN,Rio Grande do Norte,2409902,Pendências,24011568,ESCOLA ESTADUAL LUIZ GONZAGA,medio,todos (1-4),42.1,0.445812,4.033683,1.8,
2023,BA,Bahia,2924009,Paulo Afonso,29034990,EE - COLEGIO ESTADUAL DEMOCRATICO QUITERIA MARIA DE JESUS - TEMPO INTEGRAL,medio,todos (1-4),83.6,0.443102,4.034206,1.8,
2021,MA,Maranhão,2106904,Monção,21040095,EM COSTA E SILVA,fundamental,finais (6-9),87,0.833396,2.227333,1.9,
2019,RN,Rio Grande do Norte,2413102,Senador Elói de Souza,24049611,EM EUCLIDES LINS-EMEL,fundamental,finais (6-9),55.4,0.51754898,3.759167,1.9,2.9
2019,PB,Paraíba,2501807,Bayeux,25090976,EEEF GETULIO VARGAS,fundamental,iniciais (1-5),53.5,0.52656198,3.6801109,1.9,4.3
2023,BA,Bahia,2905909,Campo Alegre de Lourdes,29018579,ESCOLA MUNICIPAL NICOLAU PEREIRA SOBRINHO,fundamental,finais (6-9),71.1,0.704376,2.673,1.9,
2019,BA,Bahia,2922904,Nova Soure,29130638,EE - ESCOLA ESTADUAL VESTINA FERREIRA DA SILVA,fundamental,finais (6-9),59.1,0.55375999,3.4793329,1.9,3
2023,MA,Maranhão,2109205,Presidente Juscelino,21025690,CME DEPUTADO ORLANDO AQUINO,fundamental,finais (6-9),71.2,0.697307,2.871167,2,
2019,MA,Maranhão,2110500,São Bento,21049050,EM VICE ALM CORTEZ,fundamental,finais (6-9),65.8,0.53934902,3.630667,2,3.5
2019,MA,Maranhão,2112605,Urbano Santos,21144303,EM JOAO BENTO,fundamental,finais (6-9),81.4,0.82164103,2.4616671,2,
2023,PB,Paraíba,2512903,Rio Tinto,25087878,EEIEFM GUILHERME DA SILVEIRA,fundamental,finais (6-9),61.5,0.605176,3.349667,2,
2021,SE,Sergipe,2801405,Carira,28003560,ESCOLA MUL PROFA ILDA ALMEIDA DUTRA,fundamental,finais (6-9),54,0.475675,4.208,2,4.6
2023,BA,Bahia,2932903,Valença,29290945,ESCOLA MUNICIPAL TANCREDO DE ALMEIDA NEVES,fundamental,iniciais (1-5),46.9,0.444588,4.577303,2,
2019,BA,Bahia,2902708,Barra,29383595,COLEGIO MUNICIPAL FELISBERTO CAMANDAROBA,fundamental,finais (6-9),57,0.547333,3.5783329,2,2.9
2023,BA,Bahia,2918001,Jequié,29390443,GINASIO MUNICIPAL PROFESSORA ADINALVA MIRANDA ALMEIDA,fundamental,finais (6-9),54.8,0.497951,3.940167,2,
2021,MA,Maranhão,2105005,Humberto de Campos,21031460,EM LUIS BARBOSA FRAZAO,fundamental,finais (6-9),67.4,0.673356,3.189,2.1,3
2019,PI,Piauí,2204402,Gilbués,22063234,ESC MUNICIPAL DE COSME E DAMIAO,fundamental,iniciais (1-5),63.2,0.636235,3.286365,2.1,3.3
2023,PB,Paraíba,2507507,João Pessoa,25094025,ECI EEFM TENENTE LUCENA,medio,todos (1-4),57.3,0.579974,3.558113,2.1,
2023,BA,Bahia,2923704,Paratinga,29046211,POLO EDUCACIONAL NOSSA SENHORA APARECIDA,fundamental,finais (6-9),67,0.670533,3.146833,2.1,
2021,BA,Bahia,2917003,Itiúba,29053099,ESCOLA MUNICIPAL EVARISTO RIBEIRO DOS SANTOS,fundamental,finais (6-9),67.2,0.663632,3.132833,2.1,3.4
2019,BA,Bahia,2908200,Conceição da Feira,29091411,ESCOLA HERLIO MASCARENHAS CARDOSO,fundamental,finais (6-9),53.9,0.46748099,4.4003329,2.1,4
2023,BA,Bahia,2910602,Esplanada,29406005,ESCOLA MUNICIPAL ASSENTAMENTO MALOMBE,fundamental,finais (6-9),63.8,0.568413,3.6675,2.1,
2019,MA,Maranhão,2100709,Anajatuba,21035229,EM PROF SOLANO OLIVEIRA RODRIGUES,fundamental,iniciais (1-5),76.5,0.51901001,4.2266288,2.2,3.9
2019,MA,Maranhão,2106508,Matinha,21039470,EM RAIMUNDO PEDRO MACHADO SERRA,fundamental,finais (6-9),75.4,0.71121901,3.061167,2.2,3
2021,MA,Maranhão,2113009,Vitorino Freire,21085064,CENTRO DE ENSINO APARICIO BANDEIRA,medio,todos (1-4),66,0.626345,3.498352,2.2,3.4
2019,MA,Maranhão,2107308,Nova Iorque,21168997,GE MANOEL CARVALHO DE ALMEIDA,fundamental,finais (6-9),70.9,0.706824,3.1698329,2.2,4.3
2019,MA,Maranhão,2104800,Grajaú,21228957,UNIDADE INTEGRADA DE EDUCACAO ESCOLAR INDIGENA APERTADO,fundamental,finais (6-9),100,1,2.2460001,2.2,
2019,MA,Maranhão,2104602,Governador Eugênio Barros,21259887,CENTRO DE ENSINO DIAS CARNEIRO - ANEXO II - SANTA ROSA,medio,todos (1-4),88.8,0.86004502,2.564501,2.2,3
2019,PI,Piauí,2203107,Cristino Castro,22063080,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL WALDEMIRO CAVALCANTE DE OLIVEIRA LIMA,fundamental,finais (6-9),70.2,0.65275598,3.3991671,2.2,4.7
2023,BA,Bahia,2924405,Pilão Arcado,29029180,ESCOLA MUNICIPAL DOIS IRMAOS,fundamental,finais (6-9),63.3,0.597227,3.636833,2.2,
2019,BA,Bahia,2930204,Sento Sé,29031842,ESCOLA NUCLEO SAO FRANCISCO,fundamental,finais (6-9),63.6,0.65502697,3.3261671,2.2,3.7
2019,BA,Bahia,2902708,Barra,29037328,ESCOLA MUNICIPAL DE TAPERA,fundamental,finais (6-9),77.1,0.77765501,2.8621669,2.2,2.6
2023,BA,Bahia,2902005,Aracatu,29255635,ESCOLA MUNICIPAL FRANCISCO ALVES PEREIRA,fundamental,finais (6-9),71.9,0.691962,3.190167,2.2,
2019,BA,Bahia,2906006,Campo Formoso,29419476,COLEGIO MUNICIPAL MANOEL RICARDO DE ALMEIDA,fundamental,finais (6-9),56.5,0.57876998,3.7435,2.2,3.8
2023,BA,Bahia,2905701,Camaçari,29470471,EE - COLEGIO ESTADUAL ANGIOLINA TEIXEIRA DE SOUZA,medio,todos (1-4),72,0.72,3.110468,2.2,
2023,MA,Maranhão,2105104,Icatu,21023840,EM DIOGO CASSIANO COSTA,fundamental,finais (6-9),80.3,0.778485,3.005167,2.3,
2019,MA,Maranhão,2109908,Santa Inês,21078360,EM SAO FRANCISCO,fundamental,finais (6-9),85.1,0.74528199,3.1191671,2.3,3.7
2021,MA,Maranhão,2111003,São João Batista,21355002,CENTRO DE ENSINO DEPUTADO JOSE RIBAMAR DOMINICI,medio,todos (1-4),74.6,0.74152,3.164042,2.3,3
2021,MA,Maranhão,2112803,Viana,21382204,CENTRO DE ENSINO RAIMUNDO MARCELINO CAMPELLO - ANEXO I - ESTRADA DE RAFAEL,medio,todos (1-4),79.7,0.800379,2.862938,2.3,3.1
2019,PI,Piauí,2209500,Santo Inácio do Piauí,22155406,ESCOLA FAMILIA AGRICOLA DOM EDILBERTO V,medio,todos (1-4),56.9,0.600564,3.767782,2.3,
2019,RN,Rio Grande do Norte,2401453,Baraúna,24000612,ESCOLA MUNICIPAL DE 1º GRAU PEDRO FERNANDES,fundamental,finais (6-9),51,0.49697801,4.6168332,2.3,
2019,RN,Rio Grande do Norte,2406403,Lagoa de Velhos,24040932,EM SAO SEBASTIAO,fundamental,finais (6-9),59.5,0.552908,4.092833,2.3,3.8
2019,SE,Sergipe,2805604,Porto da Folha,28003365,ESCOLA MUNICIPAL MANOEL JOVITO DE SANTANA,fundamental,finais (6-9),50.2,0.53178102,4.3569999,2.3,4.1
2019,BA,Bahia,2924405,Pilão Arcado,29027217,ESCOLA MUL DE LAGOA GRANDE,fundamental,finais (6-9),64.7,0.648395,3.5166669,2.3,3.2
2023,BA,Bahia,2902708,Barra,29037328,ESCOLA MUNICIPAL DE TAPERA,fundamental,finais (6-9),78.6,0.784809,2.966,2.3,
2023,BA,Bahia,2902708,Barra,29037409,ESCOLA MUNICIPAL SANTA MONICA,fundamental,finais (6-9),83.1,0.835835,2.740667,2.3,
2023,BA,Bahia,2923357,Ourolândia,29076056,ESCOLA MUNICIPAL FRANCISCO JOSE DA SILVA,fundamental,finais (6-9),76.8,0.717261,3.2015,2.3,
2019,BA,Bahia,2906808,Cansanção,29115647,EM AMANCIO DE ARAUJO,fundamental,finais (6-9),72.6,0.70096201,3.3264999,2.3,3.4
2019,BA,Bahia,2910701,Euclides da Cunha,29117224,CENTRO EDUCACIONAL DE RUILANDIA,fundamental,finais (6-9),53.2,0.52916098,4.4353328,2.3,4
2023,BA,Bahia,2926301,Riachão do Jacuípe,29457882,ESCOLA MUNICIPAL PROFESSORA ANA NETA RIBEIRO,fundamental,finais (6-9),77.4,0.763072,2.969,2.3,
2021,BA,Bahia,2922706,Nova Canaã,29467993,NUCLEO ESCOLAR MUNICIPAL JOVAN VIEIRA MATOS,fundamental,finais (6-9),68.6,0.68554,3.2905,2.3,
2023,MA,Maranhão,2109205,Presidente Juscelino,21025703,CME JOSE ALVES DE SOUSA FILHO,fundamental,finais (6-9),82.6,0.821513,2.886833,2.4,
2021,MA,Maranhão,2109205,Presidente Juscelino,21026084,CME NOSSA SENHORA DE FATIMA,fundamental,finais (6-9),92.3,0.918362,2.624667,2.4,3.2
2023,MA,Maranhão,2106904,Monção,21040249,EM GONCALVES DIAS- POV AREIAS,fundamental,finais (6-9),67.1,0.667149,3.5695,2.4,
2023,MA,Maranhão,2104081,Fernando Falcão,21117519,ESCOLA MUNICIPAL DE EDUCACAO JOSE DA CONCEICAO BACABA,fundamental,finais (6-9),80.3,0.804465,3.028,2.4,
2023,MA,Maranhão,2102200,Buriti,21139423,U I EUZAMAR MACHADO VILAR,fundamental,finais (6-9),81.4,0.803257,3.012333,2.4,
2019,MA,Maranhão,2112605,Urbano Santos,21315604,CENTRO DE ENSINO ESTER FLORA DE ARAUJO - ANEXO I - CAJAZEIRAS,medio,todos (1-4),85.7,0.855591,2.778801,2.4,2.7
2021,MA,Maranhão,2104800,Grajaú,21336253,CENTRO DE ENSINO ANTONIO FRANCISCO DOS REIS - ANEXO II - FLORES,medio,todos (1-4),93,0.931567,2.606725,2.4,3.2
2023,RN,Rio Grande do Norte,2408102,Natal,24057711,ESCOLA ESTADUAL DESEMBARGADOR REGULO TINOCO,fundamental,finais (6-9),58.6,0.542371,4.458833,2.4,
2023,PB,Paraíba,2516003,Solânea,25060406,EEEFM ARLINDO RAMALHO,medio,todos (1-4),63.8,0.626633,3.872891,2.4,
2023,PB,Paraíba,2500304,Alagoa Grande,25062638,EEEFM PADRE HILDON BANDEIRA,fundamental,finais (6-9),57.6,0.552244,4.3185,2.4,
2019,PB,Paraíba,2515807,Serra Redonda,25080121,GR ESC EDUARDO MEDEIROS,fundamental,finais (6-9),63.2,0.61592901,3.8583331,2.4,4
2019,PB,Paraíba,2504033,Capim,25087304,ECI EEM JOSE WILSON DE ALBUQUERQUE MELO,medio,todos (1-4),67.4,0.69220501,3.4194491,2.4,
2021,SE,Sergipe,2800704,Brejo Grande,28012739,COLEGIO ESTADUAL QUILOMBOLA 03 DE MAIO,medio,todos (1-4),69.4,0.705994,3.411468,2.4,
2019,SE,Sergipe,2804904,Pacatuba,28015762,ESC ESTADUAL NOSSA SENHORA SANTANA,medio,todos (1-4),78.5,0.78759098,3.0992301,2.4,
2019,SE,Sergipe,2804904,Pacatuba,28015894,ESCOLA MUNICIPAL MANOEL BISPO SANTOS,fundamental,iniciais (1-5),63.2,0.62200201,3.9023421,2.4,3.7
2019,SE,Sergipe,2806503,Santa Rosa de Lima,28031202,ESCOLA MUNICIPAL JORGE DO PRADO SOBRAL,fundamental,finais (6-9),61.4,0.51067102,4.6459999,2.4,2.7
2019,SE,Sergipe,2804607,Nossa Senhora das Dores,28032039,ESCOLA MUNICIPAL JOSE DE FIGUEIREDO BARRETO,fundamental,finais (6-9),60.3,0.61470801,3.9248331,2.4,3.1
2023,BA,Bahia,2903201,Barreiras,29001870,ESCOLA MUNICIPAL ANTONIO MACHADO,fundamental,finais (6-9),67,0.663256,3.624667,2.4,
2021,BA,Bahia,2924405,Pilão Arcado,29027365,ESCOLA MUNICIPAL ERMILIO CAMPOS,fundamental,iniciais (1-5),74.2,0.701076,3.36186,2.4,
2019,BA,Bahia,2924405,Pilão Arcado,29029180,ESCOLA MUNICIPAL DOIS IRMAOS,fundamental,finais (6-9),78.9,0.77185702,3.0715001,2.4,2.6
2019,BA,Bahia,2926004,Remanso,29031087,COLEGIO MUNICIPAL SANTO ANTONIO,fundamental,iniciais (1-5),74.5,0.638282,3.7276571,2.4,
2019,BA,Bahia,2930204,Sento Sé,29031940,ESCOLA NUCLEO JOSE MARTINS RIBEIRO,fundamental,finais (6-9),74.2,0.732737,3.278167,2.4,3.1
2019,BA,Bahia,2923704,Paratinga,29045614,POLO EDUCACIONAL PROFESSORA BOPINHA,fundamental,finais (6-9),76.4,0.73940098,3.2533331,2.4,3.8
2019,BA,Bahia,2923357,Ourolândia,29076102,ESCOLA MUNICIPAL JOSE SIMPLICIO CERQUEIRA,fundamental,finais (6-9),70.4,0.68086398,3.5274999,2.4,3.7
2021,BA,Bahia,2929305,São Gonçalo dos Campos,29110726,ESCOLAS MUNICIPALREUNIDAS ANTONIO CARLOS PEDREIRA,fundamental,finais (6-9),49.2,0.501,4.804,2.4,4.9
2019,BA,Bahia,2910602,Esplanada,29157471,ESCOLA MUNICIPAL PROFESSORA OLGA CAMERON SMITH,fundamental,finais (6-9),58.2,0.581034,4.0943332,2.4,3.8
2019,BA,Bahia,2913408,Igaporã,29245907,COLEGIO MUNICIPAL DE TAMBORIL,fundamental,finais (6-9),66.7,0.64850497,3.6346669,2.4,
2019,BA,Bahia,2915809,Itambé,29282535,GRUPO ESCOLAR EVERLANE GUSMAO SOARES,fundamental,iniciais (1-5),61.7,0.61463201,3.9041131,2.4,4
2023,BA,Bahia,2926657,Ribeirão do Largo,29285496,CENTRO EDUCACIONAL AMARO ANTONIO ROCHA,fundamental,iniciais (1-5),75.3,0.730066,3.232939,2.4,
2021,BA,Bahia,2900900,Almadina,29292263,ESCOLA PROFESSORA ALICE OLIVEIRA LIMA,fundamental,iniciais (1-5),76.1,0.627389,3.766936,2.4,4.5
2021,BA,Bahia,2929255,São Gabriel,29339901,ESCOLA ANTONIO FRANCISCO DA SILVA,fundamental,finais (6-9),77.1,0.76459,3.098333,2.4,4.4
2019,BA,Bahia,2908606,Conde,29399025,UNIDADE ESCOLAR JOSE VIEIRA LEITE DE CASTRO,fundamental,iniciais (1-5),68.8,0.67483002,3.584945,2.4,
2019,MA,Maranhão,2107100,Morros,21024944,E M JOSE SOUSA MATOS,fundamental,iniciais (1-5),78.6,0.79613203,3.1669221,2.5,2.9
2021,MA,Maranhão,2112407,Turiaçu,21069220,EM BOA ESPERANCA II,fundamental,iniciais (1-5),77.6,0.765149,3.274561,2.5,4.3
2023,MA,Maranhão,2100303,Aldeias Altas,21152411,ESC RISONHA,fundamental,finais (6-9),80.6,0.784929,3.211167,2.5,
2021,MA,Maranhão,2103604,Coroatá,21209057,EM FAZENDINHA,fundamental,finais (6-9),86.7,0.881073,2.838,2.5,3.8
2019,MA,Maranhão,2101707,Barreirinhas,21272689,CENTRO DE ENSINO PLINIO PORTUGAL DA ROCHA,medio,todos (1-4),80.4,0.80893499,3.057255,2.5,
2021,MA,Maranhão,2112605,Urbano Santos,21281254,UEB BERNARDA RODRIGUES DA SILVA,fundamental,finais (6-9),95.5,0.955215,2.583333,2.5,
2023,MA,Maranhão,2102903,Carutapera,21286400,CENTRO DE ENSINO DR TARQUINIO LOPES FILHO - ANEXO II - LIVRAMENTO,medio,todos (1-4),69.8,0.669673,3.731525,2.5,
2019,MA,Maranhão,2104057,Estreito,21351007,CENTRO DE ENSINO PROFESSOR JOAO PEREIRA MARTINS NETO - ANEXO I - ASSENTAMENTO ALTAMIRA,medio,todos (1-4),89.2,0.87041199,2.8508949,2.5,
2019,MA,Maranhão,2101731,Belágua,21403201,CENTRO DE ENSINO DESEMBARGADOR EMESIO ARAUJO - ANEXO I - PIQUIZEIRO,medio,todos (1-4),91.6,0.92358398,2.7418351,2.5,3.1
2019,PI,Piauí,2211001,Teresina,22140387,U E ANTONIO DILSON FERNANDES,medio,todos (1-4),83.5,0.83713901,2.9682291,2.5,
2023,RN,Rio Grande do Norte,2404606,Ielmo Marinho,24045420,EM SENADOR JESSE PINTO FREIRE,fundamental,finais (6-9),66.1,0.660349,3.816,2.5,
2023,RN,Rio Grande do Norte,2412708,São Pedro,24049468,ESC MUL LUIZ VARELA,fundamental,iniciais (1-5),82.1,0.63114,3.94626,2.5,
2019,PB,Paraíba,2503555,Cacimbas,25033883,EMEF JOAQUIM CASSIANO ALVES,fundamental,finais (6-9),59.3,0.58778203,4.248167,2.5,
2019,PB,Paraíba,2513703,Santa Rita,25153218,EEEF ODILON RIBEIRO COUTINHO,fundamental,finais (6-9),91.9,0.88389599,2.8513329,2.5,
2021,PE,Pernambuco,2609907,Ouricuri,26005760,GRUPO ESCOLAR POVOADO EXTREMA,fundamental,finais (6-9),80.4,0.817598,3.0705,2.5,3.5
2023,SE,Sergipe,2800209,Aquidabã,28005490,ESCOLA MUNICIPAL TEREZINHA DA SILVA ARAUJO,fundamental,finais (6-9),72.2,0.70634,3.563833,2.5,
2019,SE,Sergipe,2802908,Itabaiana,28007816,COLEGIO ESTADUAL EDUARDO SILVEIRA,fundamental,finais (6-9),52.9,0.462423,5.4693332,2.5,4.8
2023,SE,Sergipe,2802106,Estância,28024923,ESCOLA MUNICIPAL NUBIA LIMA DO NASCIMENTO,fundamental,finais (6-9),75,0.741885,3.3815,2.5,
2019,SE,Sergipe,2800308,Aracaju,28033477,COLEGIO ESTADUAL VITORIA DE SANTA MARIA,medio,todos (1-4),62.9,0.61468601,4.0722179,2.5,
2023,BA,Bahia,2910800,Feira de Santana,29095417,ESCOLA MUNICIPAL ANA BRANDOA,fundamental,finais (6-9),70.8,0.729706,3.418167,2.5,
2021,BA,Bahia,2931400,Teodoro Sampaio,29112249,ESCOLA MUN PROF AMALIA MOREIRA VAZ,fundamental,finais (6-9),67.1,0.643768,3.915167,2.5,4.1
2019,BA,Bahia,2911857,Heliópolis,29129133,EMEIEF GETULIO VARGAS,fundamental,finais (6-9),55.8,0.53400898,4.6478329,2.5,3.3
2019,BA,Bahia,2907509,Catu,29158850,EE - COLEGIO ESTADUAL DOUTOR ANTONIO CARLOS MAGALHAES - DISTRITO DE PAU LAVRADO,medio,todos (1-4),61.8,0.629273,4.037591,2.5,2.7
2019,BA,Bahia,2904902,Cachoeira,29163226,ESCOLA MUNICIPAL PADRE ALEXANDRE DE GUSMAO,fundamental,finais (6-9),72.8,0.72828799,3.4905,2.5,3.7
2019,BA,Bahia,2927408,Salvador,29179394,EE - CENTRO EDUCACIONAL CARNEIRO RIBEIRO - CLASSE II,fundamental,finais (6-9),59.8,0.59327197,4.27,2.5,4
2021,BA,Bahia,2907558,Caturama,29205913,ESCOLA JAIME VIEIRA LIMA,fundamental,finais (6-9),79.6,0.801831,3.082667,2.5,
2019,BA,Bahia,2902906,Barra do Choça,29267838,ESCOLA MUNICIPAL JOAO BATISTA FIGUEIREDO,fundamental,finais (6-9),60.9,0.55669099,4.4439998,2.5,4.4
2023,BA,Bahia,2912707,Ibirapitanga,29423384,COLEGIO LEUR LOMANTO,fundamental,finais (6-9),63.6,0.632982,3.946,2.5,
2019,BA,Bahia,2910602,Esplanada,29435633,ESCOLA MUNICIPAL PROFESSORA LUCILIA DE ASSIS SANTOS,fundamental,finais (6-9),62.5,0.62437201,3.9649999,2.5,4.3
2023,MA,Maranhão,2107100,Morros,21024944,E M JOSE SOUSA MATOS,fundamental,finais (6-9),88.2,0.878714,3.012833,2.6,
2019,MA,Maranhão,2108058,Paulino Neves,21033471,EM DEMOSTENES CARIPINA MAUES,fundamental,finais (6-9),96.1,0.96551698,2.741333,2.6,
2019,MA,Maranhão,2103158,Centro do Guilherme,21068151,ESCOLA MUNICIPAL SAO VICENTE,fundamental,finais (6-9),84.1,0.83386803,3.0631671,2.6,
2019,MA,Maranhão,2102101,Brejo,21137986,UE SAO PEDRO,fundamental,iniciais (1-5),85.7,0.88435203,2.969065,2.6,3.4
2021,MA,Maranhão,2112605,Urbano Santos,21144885,UEB ROSA PEREIRA DOS SANTOS,fundamental,finais (6-9),88.6,0.856345,3.037667,2.6,3.1
2021,MA,Maranhão,2102200,Buriti,21196739,UE JOAQUIM LUIS ALVES DE SOUSA,fundamental,finais (6-9),96.6,0.966672,2.685167,2.6,3.5
2019,MA,Maranhão,2106672,Milagres do Maranhão,21241996,CENTRO DE ENSINO DEPUTADO ALEXANDRE COSTA,medio,todos (1-4),83.9,0.84125501,3.0429399,2.6,
2019,MA,Maranhão,2111052,São João do Paraíso,21242275,CENTRO DE ENSINO DELFINO AGUIAR DE AZEVEDO - ANEXO I - VAO DO MARCO,medio,todos (1-4),89,0.88572299,2.981292,2.6,2.2
2021,MA,Maranhão,2100956,Arame,21263850,UE JAILSON GOMES DA SLVA,fundamental,iniciais (1-5),76.5,0.759098,3.372312,2.6,3.6
2023,MA,Maranhão,2107605,Palmeirândia,21266921,CENTRO DE ENSINO JOAO PAULO II,medio,todos (1-4),91.5,0.916232,2.87626,2.6,
2023,MA,Maranhão,2111789,Serrano do Maranhão,21270031,CENTRO DE ENSINO RAIMUNDO RODRIGUES - ANEXO I - PORTINHO,medio,todos (1-4),79.2,0.790757,3.275418,2.6,
2023,MA,Maranhão,2108058,Paulino Neves,21372209,CENTRO DE ENSINO ALFREDO DUAILIBE - ANEXO VI - SANTA RITA,medio,todos (1-4),86.9,0.869661,3.025023,2.6,
2021,MA,Maranhão,2112704,Vargem Grande,21422214,CENTRO DE ENSINO SANTOS DUMONT - ANEXO I - VILA RIBEIRO,medio,todos (1-4),96.6,0.975157,2.68987,2.6,2.8
2019,PI,Piauí,2206209,Miguel Alves,22008780,U E PIO XII,fundamental,finais (6-9),74.8,0.70544797,3.7336669,2.6,4.6
2019,PI,Piauí,2203750,Fartura do Piauí,22071210,UNID ESC PROF MARIA DE LOURDES M SILVA,fundamental,finais (6-9),65.3,0.66549301,3.8494999,2.6,5.5
2019,PI,Piauí,2211001,Teresina,22138439,U E CERQUEIRA DANTAS,medio,todos (1-4),69.1,0.69587803,3.705652,2.6,
2019,RN,Rio Grande do Norte,2409902,Pendências,24011800,ESCOLA MUNICIPAL PADRE JOSE LUIZ SILVA,fundamental,finais (6-9),62.1,0.60154003,4.3195,2.6,3.6
2023,RN,Rio Grande do Norte,2402709,Cerro Corá,24028711,ESCOLA MUNICIPAL BELMIRA VIANA,fundamental,finais (6-9),74.7,0.725681,3.541,2.6,
2023,RN,Rio Grande do Norte,2411205,Santa Cruz,24088897,ESCOLA MUNICIPAL JOAO DE OLIVEIRA CONFESSOR II,fundamental,finais (6-9),87.4,0.874281,2.943667,2.6,
2023,PB,Paraíba,2510907,Paulista,25015796,EMEF OTACILIO TOME,fundamental,finais (6-9),76.7,0.692188,3.6865,2.6,
2023,PB,Paraíba,2504009,Campina Grande,25072080,EEEFM NINA ALVES DE LIMA,medio,todos (1-4),60.3,0.604212,4.226049,2.6,
2023,PB,Paraíba,2514453,São José dos Ramos,25089412,EMEIF JOSE FRANCISCO DA COSTA,fundamental,finais (6-9),75.3,0.757368,3.4505,2.6,
2019,PB,Paraíba,2513703,Santa Rita,25098780,EMEF FLAVIANO RIBEIRO COUTINHO,fundamental,iniciais (1-5),74.3,0.73199499,3.4915791,2.6,
2023,PB,Paraíba,2513703,Santa Rita,25099264,EEEF VARZEA NOVA,fundamental,finais (6-9),59.3,0.598469,4.341833,2.6,
2019,PB,Paraíba,2513703,Santa Rita,25099329,EMEF FRANCISCO MARQUES DA FONSECA,fundamental,finais (6-9),74.2,0.71807897,3.6075001,2.6,4
2019,PB,Paraíba,2511905,Pitimbu,25101072,EEEFM DR JOAO GONCALVES,fundamental,finais (6-9),67.2,0.64443898,4.0866671,2.6,4.7
2019,SE,Sergipe,2805802,Riachão do Dantas,28012216,ESCOLA MUNICIPAL ANTONIO MARCELO,fundamental,iniciais (1-5),73.4,0.71436101,3.583806,2.6,4.2
2019,SE,Sergipe,2805802,Riachão do Dantas,28012399,ESCOLA MUNICIPAL MARIANA FONTES COSTA,fundamental,finais (6-9),65.7,0.657511,3.882333,2.6,3.5
2019,SE,Sergipe,2801108,Canhoba,28012941,ESCOLA D JOSE BRANDAO DE CASTRO,fundamental,iniciais (1-5),71.1,0.72625101,3.593864,2.6,3.7
2019,SE,Sergipe,2803609,Laranjeiras,28016459,ESCOLA MUNICIPAL PREFEITO JOSE MONTEIRO SOBRAL,fundamental,finais (6-9),74.6,0.71179998,3.599833,2.6,3.5
2019,SE,Sergipe,2807402,Tobias Barreto,28031814,ESCOLA ESTADUAL RURAL ENGENHEIRO JOSE CARVALHO,fundamental,finais (6-9),67.9,0.685224,3.7688329,2.6,3.4
2019,BA,Bahia,2905909,Campo Alegre de Lourdes,29018919,ESCOLA BARREIRO DO ESPINHEIRO,fundamental,finais (6-9),67.7,0.655954,4.0358329,2.6,3.7
2019,BA,Bahia,2924405,Pilão Arcado,29029899,ESCOLA MUNICIPAL NAECIO GONCALVES BASTOS,fundamental,finais (6-9),73.7,0.72696298,3.6081669,2.6,4.1
2019,BA,Bahia,2917508,Jacobina,29070350,EE - CENTRO EDUCACIONAL DEOCLECIANO BARBOSA DE CASTRO - TEMPO INTEGRAL,medio,todos (1-4),63.2,0.615529,4.286272,2.6,2.8
2023,BA,Bahia,2930501,Serrinha,29146020,ESCOLA MUNICIPAL JOSE SOARES DA SILVA,fundamental,finais (6-9),67.2,0.662204,3.979333,2.6,
2019,BA,Bahia,2913705,Inhambupe,29153301,ESCOLA MUNICIPAL AGENOR BATISTA DA SILVA,fundamental,finais (6-9),58.5,0.58302599,4.5006671,2.6,3.7
2019,BA,Bahia,2913705,Inhambupe,29153670,GRUPO ESCOLAR DEP JOSE RONALDO,fundamental,finais (6-9),58.3,0.58543098,4.4268332,2.6,4.7
